kind	group	param	section	subsection	name	value_type	min	max	unit	enum	primary_offset	verified_offsets	known_side_effect_offsets	verified_diff_count	status	confidence	notes	bit_shift	bit_width
program	1	43	Program Common	EG1	EG1 Velocity Control Level	bipolar	-99	+99			35	35		1	verified_transport	pdf_inventory+firmware_sweep
program	1	44	Program Common	EG1	EG1 Velocity Control Attack Time	bipolar	-99	+99			36	36		1	verified_transport	pdf_inventory+firmware_sweep
program	1	45	Program Common	EG1	EG1 Velocity Control Decay Time	bipolar	-99	+99			37	37		1	verified_transport	pdf_inventory+firmware_sweep
program	1	46	Program Common	EG1	EG1 Velocity Control Slope Time	bipolar	-99	+99			38	38		1	verified_transport	pdf_inventory+firmware_sweep
program	1	47	Program Common	EG1	EG1 Velocity Control Release Time	bipolar	-99	+99			39	39		1	verified_transport	pdf_inventory+firmware_sweep
program	1	48	Program Common	EG2	EG2 Start Level	bipolar	-99	+99			40	40		1	verified_transport	pdf_inventory+firmware_sweep
program	1	49	Program Common	EG2	EG2 Attack Time	continuous	0	99			41	41		1	verified_transport	pdf_inventory+firmware_sweep
program	1	50	Program Common	EG2	EG2 Attack Level	bipolar	-99	+99			42	42		1	verified_transport	pdf_inventory+firmware_sweep
program	1	51	Program Common	EG2	EG2 Decay Time	continuous	0	99			43	43		1	verified_transport	pdf_inventory+firmware_sweep
program	1	52	Program Common	EG2	EG2 Break Point	bipolar	-99	+99			44	44		1	verified_transport	pdf_inventory+firmware_sweep
program	1	53	Program Common	EG2	EG2 Slope Time	continuous	0	99			45	45		1	verified_transport	pdf_inventory+firmware_sweep
program	1	54	Program Common	EG2	EG2 Sustain Level	bipolar	-99	+99			46	46		1	verified_transport	pdf_inventory+firmware_sweep
program	1	55	Program Common	EG2	EG2 Release Time	continuous	0	99			47	47		1	verified_transport	pdf_inventory+firmware_sweep
program	1	56	Program Common	EG2	EG2 Release Level	bipolar	-99	+99			48	48		1	verified_transport	pdf_inventory+firmware_sweep
program	1	57	Program Common	EG2	EG2 Time KBD TRK Attack Time	bipolar	-99	+99			49	49		1	verified_transport	pdf_inventory+firmware_sweep
program	1	58	Program Common	EG2	EG2 Time KBD TRK Decay Time	bipolar	-99	+99			50	50		1	verified_transport	pdf_inventory+firmware_sweep
program	1	59	Program Common	EG2	EG2 Time KBD TRK Slope Time	bipolar	-99	+99			51	51		1	verified_transport	pdf_inventory+firmware_sweep
program	1	60	Program Common	EG2	EG2 Time KBD TRK Release Time	bipolar	-99	+99			52	52		1	verified_transport	pdf_inventory+firmware_sweep
program	1	61	Program Common	EG2	EG2 Velocity Control Level	bipolar	-99	+99			53	53		1	verified_transport	pdf_inventory+firmware_sweep
program	1	62	Program Common	EG2	EG2 Velocity Control Attack Time	bipolar	-99	+99			54	54		1	verified_transport	pdf_inventory+firmware_sweep
program	1	63	Program Common	EG2	EG2 Velocity Control Decay Time	bipolar	-99	+99			55	55		1	verified_transport	pdf_inventory+firmware_sweep
program	1	64	Program Common	EG2	EG2 Velocity Control Slope Time	bipolar	-99	+99			56	56		1	verified_transport	pdf_inventory+firmware_sweep
program	1	65	Program Common	EG2	EG2 Velocity Control Release Time	bipolar	-99	+99			57	57		1	verified_transport	pdf_inventory+firmware_sweep
program	1	66	Program Common	EG3	EG3 Start Level	bipolar	-99	+99			58	58		1	verified_transport	pdf_inventory+firmware_sweep
program	1	67	Program Common	EG3	EG3 Attack Time	continuous	0	99			59	59		1	verified_transport	pdf_inventory+firmware_sweep
program	1	68	Program Common	EG3	EG3 Attack Level	bipolar	-99	+99			60	60		1	verified_transport	pdf_inventory+firmware_sweep
program	1	69	Program Common	EG3	EG3 Decay Time	continuous	0	99			61	61		1	verified_transport	pdf_inventory+firmware_sweep
program	1	70	Program Common	EG3	EG3 Break Point	bipolar	-99	+99			62	62		1	verified_transport	pdf_inventory+firmware_sweep
program	1	71	Program Common	EG3	EG3 Slope Time	continuous	0	99			63	63		1	verified_transport	pdf_inventory+firmware_sweep
program	1	72	Program Common	EG3	EG3 Sustain Level	bipolar	-99	+99			64	64		1	verified_transport	pdf_inventory+firmware_sweep
program	1	73	Program Common	EG3	EG3 Release Time	continuous	0	99			65	65		1	verified_transport	pdf_inventory+firmware_sweep
program	1	74	Program Common	EG3	EG3 Release Level	bipolar	-99	+99			66	66		1	verified_transport	pdf_inventory+firmware_sweep
program	1	75	Program Common	EG3	EG3 Time KBD TRK Attack Time	bipolar	-99	+99			67	67		1	verified_transport	pdf_inventory+firmware_sweep
program	1	76	Program Common	EG3	EG3 Time KBD TRK Decay Time	bipolar	-99	+99			68	68		1	verified_transport	pdf_inventory+firmware_sweep
program	1	77	Program Common	EG3	EG3 Time KBD TRK Slope Time	bipolar	-99	+99			69	69		1	verified_transport	pdf_inventory+firmware_sweep
program	1	78	Program Common	EG3	EG3 Time KBD TRK Release Time	bipolar	-99	+99			70	70		1	verified_transport	pdf_inventory+firmware_sweep
program	1	79	Program Common	EG3	EG3 Velocity Control Level	bipolar	-99	+99			71	71		1	verified_transport	pdf_inventory+firmware_sweep
program	1	80	Program Common	EG3	EG3 Velocity Control Attack Time	bipolar	-99	+99			72	72		1	verified_transport	pdf_inventory+firmware_sweep
program	1	81	Program Common	EG3	EG3 Velocity Control Decay Time	bipolar	-99	+99			73	73		1	verified_transport	pdf_inventory+firmware_sweep
program	1	82	Program Common	EG3	EG3 Velocity Control Slope Time	bipolar	-99	+99			74	74		1	verified_transport	pdf_inventory+firmware_sweep
program	1	83	Program Common	EG3	EG3 Velocity Control Release Time	bipolar	-99	+99			75	75		1	verified_transport	pdf_inventory+firmware_sweep
program	1	84	Program Common	EG4	EG4 Start Level	bipolar	-99	+99			76	76		1	verified_transport	pdf_inventory+firmware_sweep
program	1	85	Program Common	EG4	EG4 Attack Time	continuous	0	99			77	77		1	verified_transport	pdf_inventory+firmware_sweep
program	1	86	Program Common	EG4	EG4 Attack Level	bipolar	-99	+99			78	78		1	verified_transport	pdf_inventory+firmware_sweep
program	1	87	Program Common	EG4	EG4 Decay Time	continuous	0	99			79	79		1	verified_transport	pdf_inventory+firmware_sweep
program	1	88	Program Common	EG4	EG4 Break Point	bipolar	-99	+99			80	80		1	verified_transport	pdf_inventory+firmware_sweep
program	1	89	Program Common	EG4	EG4 Slope Time	continuous	0	99			81	81		1	verified_transport	pdf_inventory+firmware_sweep
program	1	90	Program Common	EG4	EG4 Sustain Level	bipolar	-99	+99			82	82		1	verified_transport	pdf_inventory+firmware_sweep
program	1	91	Program Common	EG4	EG4 Release Time	continuous	0	99			83	83		1	verified_transport	pdf_inventory+firmware_sweep
program	1	92	Program Common	EG4	EG4 Release Level	bipolar	-99	+99			84	84		1	verified_transport	pdf_inventory+firmware_sweep
program	1	93	Program Common	EG4	EG4 Time KBD TRK Attack Time	bipolar	-99	+99			85	85		1	verified_transport	pdf_inventory+firmware_sweep
program	1	94	Program Common	EG4	EG4 Time KBD TRK Decay Time	bipolar	-99	+99			86	86		1	verified_transport	pdf_inventory+firmware_sweep
program	1	95	Program Common	EG4	EG4 Time KBD TRK Slope Time	bipolar	-99	+99			87	87		1	verified_transport	pdf_inventory+firmware_sweep
program	1	96	Program Common	EG4	EG4 Time KBD TRK Release Time	bipolar	-99	+99			88	88		1	verified_transport	pdf_inventory+firmware_sweep
program	1	97	Program Common	EG4	EG4 Velocity Control Level	bipolar	-99	+99			89	89		1	verified_transport	pdf_inventory+firmware_sweep
program	1	98	Program Common	EG4	EG4 Velocity Control Attack Time	bipolar	-99	+99			90	90		1	verified_transport	pdf_inventory+firmware_sweep
program	1	99	Program Common	EG4	EG4 Velocity Control Decay Time	bipolar	-99	+99			91	91		1	verified_transport	pdf_inventory+firmware_sweep
program	1	100	Program Common	EG4	EG4 Velocity Control Slope Time	bipolar	-99	+99			92	92		1	verified_transport	pdf_inventory+firmware_sweep
program	1	101	Program Common	EG4	EG4 Velocity Control Release Time	bipolar	-99	+99			93	93		1	verified_transport	pdf_inventory+firmware_sweep
program	1	102	Program Common	LFO1	LFO1 Wave Form	lfowave	0	29			94	94		1	verified_transport	pdf_inventory+firmware_sweep+bit_sweep	bit layout sweep-verified 2026-08-04 (console packed-bit sweep)	0	5
program	1	103	Program Common	LFO1	LFO1 Key Sync SW	enum	0	1		OFF|ON	94	94		1	verified_transport	pdf_inventory+firmware_sweep+bit_sweep	bit layout sweep-verified 2026-08-04 (console packed-bit sweep)	7	1
program	1	104	Program Common	LFO1	LFO1 Mode	enum	0	2		ON|OFF|BOTH	94	94		1	verified_transport	pdf_inventory+firmware_sweep+bit_sweep	bit layout sweep-verified 2026-08-04 (console packed-bit sweep)	5	2
program	1	105	Program Common	LFO1	LFO1 Frequency	continuous	0	199			95	95		1	verified_transport	pdf_inventory+firmware_sweep
program	1	106	Program Common	LFO1	LFO1 Frequency KBD TRK	bipolar	-99	+99			96	96		1	verified_transport	pdf_inventory+firmware_sweep
program	1	107	Program Common	LFO1	LFO1 Frequency CC#1 Control	bipolar	-99	+99			97	97		1	verified_transport	pdf_inventory+firmware_sweep
program	1	108	Program Common	LFO1	LFO1 Frequency Mod.Source	modsource	0	111			98	98		1	verified_transport	pdf_inventory+firmware_sweep
program	1	109	Program Common	LFO1	LFO1 Frequency Mod.Intensity	bipolar	-99	+99			99	99		1	verified_transport	pdf_inventory+firmware_sweep
program	1	110	Program Common	LFO1	LFO1 Offset	bipolar	-99	+99			100	100		1	verified_transport	pdf_inventory+firmware_sweep
program	1	111	Program Common	LFO1	LFO1 Amplitude Mod.Source	modsource	0	111			101	101		1	verified_transport	pdf_inventory+firmware_sweep
program	1	112	Program Common	LFO1	LFO1 Amplitude Mod.Intensity	bipolar	-99	+99			102	102		1	verified_transport	pdf_inventory+firmware_sweep
program	1	113	Program Common	LFO1	LFO1 Delay	continuous	0	99			103	103		1	verified_transport	pdf_inventory+firmware_sweep
program	1	114	Program Common	LFO1	LFO1 Fade In	bipolar	-99	+99			104	104		1	verified_transport	pdf_inventory+firmware_sweep
program	1	115	Program Common	LFO2	LFO2 Wave Form	lfowave	0	29			105	105		1	verified_transport	pdf_inventory+firmware_sweep+bit_sweep	bit layout sweep-verified 2026-08-04 (console packed-bit sweep)	0	5
program	1	116	Program Common	LFO2	LFO2 Key Sync SW	enum	0	1		OFF|ON	105	105		1	verified_transport	pdf_inventory+firmware_sweep+bit_sweep	bit layout sweep-verified 2026-08-04 (console packed-bit sweep)	7	1
program	1	117	Program Common	LFO2	LFO2 Mode	enum	0	2		ON|OFF|BOTH	105	105		1	verified_transport	pdf_inventory+firmware_sweep+bit_sweep	bit layout sweep-verified 2026-08-04 (console packed-bit sweep)	5	2
program	1	118	Program Common	LFO2	LFO2 Frequency	continuous	0	199			106	106		1	verified_transport	pdf_inventory+firmware_sweep
program	1	119	Program Common	LFO2	LFO2 Frequency KBD TRK	bipolar	-99	+99			107	107		1	verified_transport	pdf_inventory+firmware_sweep
program	1	120	Program Common	LFO2	LFO2 Frequency CC#1 Control	bipolar	-99	+99			108	108		1	verified_transport	pdf_inventory+firmware_sweep
program	1	121	Program Common	LFO2	LFO2 Frequency Mod.Source	modsource	0	111			109	109		1	verified_transport	pdf_inventory+firmware_sweep
program	1	122	Program Common	LFO2	LFO2 Frequency Mod.Intensity	bipolar	-99	+99			110	110		1	verified_transport	pdf_inventory+firmware_sweep
program	1	123	Program Common	LFO2	LFO2 Offset	bipolar	-99	+99			111	111		1	verified_transport	pdf_inventory+firmware_sweep
program	1	124	Program Common	LFO2	LFO2 Amplitude Mod.Source	modsource	0	111			112	112		1	verified_transport	pdf_inventory+firmware_sweep
program	1	125	Program Common	LFO2	LFO2 Amplitude Mod.Intensity	bipolar	-99	+99			113	113		1	verified_transport	pdf_inventory+firmware_sweep
program	1	126	Program Common	LFO2	LFO2 Delay	continuous	0	99			114	114		1	verified_transport	pdf_inventory+firmware_sweep
program	1	127	Program Common	LFO2	LFO2 Fade In	bipolar	-99	+99			115	115		1	verified_transport	pdf_inventory+firmware_sweep
program	1	128	Program Common	LFO3	LFO3 Wave Form	lfowave	0	29			116	116		1	verified_transport	pdf_inventory+firmware_sweep+bit_sweep	bit layout sweep-verified 2026-08-04 (console packed-bit sweep)	0	5
program	1	129	Program Common	LFO3	LFO3 Key Sync SW	enum	0	1		OFF|ON	116	116		1	verified_transport	pdf_inventory+firmware_sweep+bit_sweep	bit layout sweep-verified 2026-08-04 (console packed-bit sweep)	7	1
program	1	130	Program Common	LFO3	LFO3 Mode	enum	0	2		ON|OFF|BOTH	116	116		1	verified_transport	pdf_inventory+firmware_sweep+bit_sweep	bit layout sweep-verified 2026-08-04 (console packed-bit sweep)	5	2
program	1	131	Program Common	LFO3	LFO3 Frequency	continuous	0	199			117	117		1	verified_transport	pdf_inventory+firmware_sweep
program	1	132	Program Common	LFO3	LFO3 Frequency KBD TRK	bipolar	-99	+99			118	118		1	verified_transport	pdf_inventory+firmware_sweep
program	1	133	Program Common	LFO3	LFO3 Frequency CC#1 Control	bipolar	-99	+99			119	119		1	verified_transport	pdf_inventory+firmware_sweep
program	1	134	Program Common	LFO3	LFO3 Frequency Mod.Source	modsource	0	111			120	120		1	verified_transport	pdf_inventory+firmware_sweep
program	1	135	Program Common	LFO3	LFO3 Frequency Mod.Intensity	bipolar	-99	+99			121	121		1	verified_transport	pdf_inventory+firmware_sweep
program	1	136	Program Common	LFO3	LFO3 Offset	bipolar	-99	+99			122	122		1	verified_transport	pdf_inventory+firmware_sweep
program	1	137	Program Common	LFO3	LFO3 Amplitude Mod.Source	modsource	0	111			123	123		1	verified_transport	pdf_inventory+firmware_sweep
program	1	138	Program Common	LFO3	LFO3 Amplitude Mod.Intensity	bipolar	-99	+99			124	124		1	verified_transport	pdf_inventory+firmware_sweep
program	1	139	Program Common	LFO3	LFO3 Delay	continuous	0	99			125	125		1	verified_transport	pdf_inventory+firmware_sweep
program	1	140	Program Common	LFO3	LFO3 Fade In	bipolar	-99	+99			126	126		1	verified_transport	pdf_inventory+firmware_sweep
program	1	141	Program Common	LFO4	LFO4 Wave Form	lfowave	0	29			127	127		1	verified_transport	pdf_inventory+firmware_sweep+bit_sweep	bit layout sweep-verified 2026-08-04 (console packed-bit sweep)	0	5
program	1	142	Program Common	LFO4	LFO4 Key Sync SW	enum	0	1		OFF|ON	127	127		1	verified_transport	pdf_inventory+firmware_sweep+bit_sweep	bit layout sweep-verified 2026-08-04 (console packed-bit sweep)	7	1
program	1	143	Program Common	LFO4	LFO4 Mode	enum	0	2		ON|OFF|BOTH	127	127		1	verified_transport	pdf_inventory+firmware_sweep+bit_sweep	bit layout sweep-verified 2026-08-04 (console packed-bit sweep)	5	2
program	1	144	Program Common	LFO4	LFO4 Frequency	continuous	0	199			128	128		1	verified_transport	pdf_inventory+firmware_sweep
program	1	145	Program Common	LFO4	LFO4 Frequency KBD TRK	bipolar	-99	+99			129	129		1	verified_transport	pdf_inventory+firmware_sweep
program	1	146	Program Common	LFO4	LFO4 Frequency CC#1 Control	bipolar	-99	+99			130	130		1	verified_transport	pdf_inventory+firmware_sweep
program	1	147	Program Common	LFO4	LFO4 Frequency Mod.Source	modsource	0	111			131	131		1	verified_transport	pdf_inventory+firmware_sweep
program	1	148	Program Common	LFO4	LFO4 Frequency Mod.Intensity	bipolar	-99	+99			132	132		1	verified_transport	pdf_inventory+firmware_sweep
program	1	149	Program Common	LFO4	LFO4 Offset	bipolar	-99	+99			133	133		1	verified_transport	pdf_inventory+firmware_sweep
program	1	150	Program Common	LFO4	LFO4 Amplitude Mod.Source	modsource	0	111			134	134		1	verified_transport	pdf_inventory+firmware_sweep
program	1	151	Program Common	LFO4	LFO4 Amplitude Mod.Intensity	bipolar	-99	+99			135	135		1	verified_transport	pdf_inventory+firmware_sweep
program	1	152	Program Common	LFO4	LFO4 Delay	continuous	0	99			136	136		1	verified_transport	pdf_inventory+firmware_sweep
program	1	153	Program Common	LFO4	LFO4 Fade In	bipolar	-99	+99			137	137		1	verified_transport	pdf_inventory+firmware_sweep
program	1	154	Waveform Generator	OSC Common	OSC Set	enum	0	11		SET1 Std+Std|SET2 Std+Comb|SET3 Std+VPM|SET4 Std+Mod|SET5 Comb+Comb|SET6 Comb+VPM|SET7 Comb+Mod|SET8 VPM+VPM|SET9 VPM+Mod|SET10 Brass|SET11 Reed|SET12 Pluck	138	138,220,221,222,223,224,225,226,229,232,234,235	220,221,222,223,224,225,226,229,232,234,235	15	verified_transport	pdf_inventory+firmware_sweep+manual_range	diff preview is truncated; 3 additional changed byte(s) not listed; range from Parameter Guide E2: OSC-cmn1 SET1..SET12
program	1	155	Waveform Generator	Pitch EG	Pitch EG Start Level	bipolar	-99	+99			139	139		1	verified_transport	pdf_inventory+firmware_sweep
program	1	156	Waveform Generator	Pitch EG	Pitch EG Attack Time	continuous	0	99			140	140		1	verified_transport	pdf_inventory+firmware_sweep
program	1	157	Waveform Generator	Pitch EG	Pitch EG Attack Level	bipolar	-99	+99			141	141		1	verified_transport	pdf_inventory+firmware_sweep
program	1	158	Waveform Generator	Pitch EG	Pitch EG Decay Time	continuous	0	99			142	142		1	verified_transport	pdf_inventory+firmware_sweep
program	1	159	Waveform Generator	Pitch EG	Pitch EG Break Point	bipolar	-99	+99			143	143		1	verified_transport	pdf_inventory+firmware_sweep
program	1	160	Waveform Generator	Pitch EG	Pitch EG Slope Time	continuous	0	99			144	144		1	verified_transport	pdf_inventory+firmware_sweep
program	1	161	Waveform Generator	Pitch EG	reserved	reserved					145	145		1	reserved_verified_transport	pdf_inventory+firmware_sweep
program	1	162	Waveform Generator	Pitch EG	Pitch EG Release Time	continuous	0	99			146	146		1	verified_transport	pdf_inventory+firmware_sweep
program	1	163	Waveform Generator	Pitch EG	Pitch EG Release Level	bipolar	-99	+99			147	147		1	verified_transport	pdf_inventory+firmware_sweep
program	1	164	Waveform Generator	Pitch EG KBD TRK	Pitch EG KBD TRK Level	bipolar	-99	+99			148	148		1	verified_transport	pdf_inventory+firmware_sweep
program	1	165	Waveform Generator	Pitch EG KBD TRK	Pitch EG KBD TRK Time	bipolar	-99	+99			149	149		1	verified_transport	pdf_inventory+firmware_sweep
program	1	166	Waveform Generator	Pitch EG Velocity Control	Pitch EG Velocity Control Level	bipolar	-99	+99			150	150		1	verified_transport	pdf_inventory+firmware_sweep
program	1	167	Waveform Generator	Pitch EG Velocity Control	Pitch EG Velocity Control Time	bipolar	-99	+99			151	151		1	verified_transport	pdf_inventory+firmware_sweep
program	1	168	Waveform Generator	Pitch Bender	Pitch Bender Intensity (+X)	bipolar	-60	+12			152	152		1	verified_transport	pdf_inventory+firmware_sweep
program	1	169	Waveform Generator	Pitch Bender	Pitch Bender Intensity (-X)	bipolar	-60	+12			153	153		1	verified_transport	pdf_inventory+firmware_sweep
program	1	170	Waveform Generator	Pitch Bender	Pitch Bender Step (+X)	continuous	1	15			154	154		1	verified_transport	pdf_inventory+firmware_sweep+bit_sweep	bit layout sweep-verified 2026-08-04 (console packed-bit sweep)	0	4
program	1	171	Waveform Generator	Pitch Bender	Pitch Bender Step (-X)	continuous	1	15			154	154		1	verified_transport	pdf_inventory+firmware_sweep+bit_sweep	bit layout sweep-verified 2026-08-04 (console packed-bit sweep)	4	4
program	1	172	Waveform Generator	Pitch Bender	After Touch Bending	bipolar	-12	+12			155	155		1	verified_transport	pdf_inventory+firmware_sweep
program	1	173	Waveform Generator	Portamento	Portamento Fingered Mode	enum	0	1		NORMAL|FINGERED	156	156		1	verified_transport	pdf_inventory+firmware_sweep+bit_sweep	bit layout sweep-verified 2026-08-04 (console packed-bit sweep)	7	1
program	1	174	Waveform Generator	Portamento	Portamento Time	continuous	0	99			156	156		1	verified_transport	pdf_inventory+firmware_sweep+bit_sweep	bit layout sweep-verified 2026-08-04 (console packed-bit sweep)	0	7
program	1	175	Waveform Generator	Portamento	Portamento Time Velocity Control	bipolar	-99	99			157	157		1	verified_transport	pdf_inventory+firmware_sweep
program	1	176	Waveform Generator	OSC1 Basic Pitch	OSC1 Octave	enum	0	3		"32""|16""|8""|4"""	158	158		1	verified_transport	pdf_inventory+firmware_sweep+manual_range	range from Parameter Guide E2: OSC1-1
program	1	177	Waveform Generator	OSC1 Basic Pitch	OSC1 Semi Tone	bipolar	-12	+12			159	159		1	verified_transport	pdf_inventory+firmware_sweep
program	1	178	Waveform Generator	OSC1 Basic Pitch	OSC1 Fine Tune	bipolar	-50	+50	cent		160	160		1	verified_transport	pdf_inventory+firmware_sweep
program	1	179	Waveform Generator	OSC1 Basic Pitch	OSC1 Frequency Offset	bipolar			Hz		161	161		1	verified_transport	pdf_inventory+firmware_sweep
program	1	180	Waveform Generator	OSC1 Basic Pitch	OSC1 Pitch Slope Low Key	continuous	0	127	note		162	162		1	verified_transport	pdf_inventory+firmware_sweep
